"station","dataset","variable","check1","controller1","check2","controller2"
"Bayelva","BaMet2009","Tair_4","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Tair_20","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Tair_100","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Tair_200","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","RH_200","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","wind_v_200","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","wind_deg_200","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","wind_sddeg_200","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","wind_vmax_200","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","wind_vmin_200","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","prec","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Dsn","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_252_2","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_252_12","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_252_32","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_252_62","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_252_102","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_252_152","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_2","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_5","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_23","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_53","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_93","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","Ts_203_143","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","SwIn","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","SwOut","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","LwIn","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","LwOut","2018-01-01","SL",NA,NA
"Bayelva","BaMet2009","SwNet","2018-01-01","SL",NA,NA
